formula
BiSb(Se0.92Br0.08)3
BiSb(Se0.92Br0.08)3
BiSb(Se0.92Br0.08)3
BiSb(Se0.92Br0.08)3
BiSb(Se0.92Br0.08)3
BiSb(Se0.92Br0.08)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.94Br0.06)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.96Br0.04)3
BiSb(Se0.98Br0.02)3
BiSb(Se0.98Br0.02)3
BiSb(Se0.98Br0.02)3
BiSb(Se0.98Br0.02)3
BiSb(Se0.98Br0.02)3
BiSb(Se0.98Br0.02)3
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.025Cd0.975SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.05Cd0.95SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2.1Cd0.9SnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
Cu2CdSnSe4
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.32Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In4Se2.67Cl0.03
In3.94Pb0.06Se3
In3.94Pb0.06Se3
In3.94Pb0.06Se3
In3.94Pb0.06Se3
In3.95Pb0.05Se3
In3.95Pb0.05Se3
In3.95Pb0.05Se3
In3.95Pb0.05Se3
In3.96Pb0.04Se3
In3.96Pb0.04Se3
In3.96Pb0.04Se3
In3.96Pb0.04Se3
In3.99Pb0.01Se3
In3.99Pb0.01Se3
In3.99Pb0.01Se3
In3.99Pb0.01Se3
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.92I0.08
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
Cu2Se0.96I0.04
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
TmCuTe2
Ag8GeTe6
Ag8GeTe6
Ag8GeTe6
Ag8GeTe6
Ag8GeTe6
YbSi2
YbSi2
YbSi2
YbSi2
YbSi2
YbSi2
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.11Ba0.18Co4Sb12.09
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.16Yb0.03Co4Sb11.82
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Co4Sb12.25
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Sr0.21Yb0.03Co4Sb12.12
Yb13CaMnSb11
Yb13CaMnSb11
Yb13CaMnSb11
Yb13CaMnSb11
Yb13CaMnSb11
Yb14MnSb11
Yb14MnSb11
Yb14MnSb11
Yb14MnSb11
Yb14MnSb11
FeVSb
FeVSb
FeVSb
FeVSb
Ca3Co3.7Ti0.3O9
Ca3Co3.7Ti0.3O9
Ca3Co3.7Ti0.3O9
Ca3Co3.7Ti0.3O9
Ca3Co3.7Ti0.3O9
Ca3Co3.8Ti0.2O9
Ca3Co3.8Ti0.2O9
Ca3Co3.8Ti0.2O9
Ca3Co3.8Ti0.2O9
Ca3Co3.8Ti0.2O9
Ca3Co3.9Ti0.1O9
